k	Fonction	Dist	tpsExe	Trajet	Iter
1	f2	1421.6868749814093	0.10861799999997857	[5 1 2 3 0 9 8 7 4 6]	228
1	f1	1421.6868749814091	0.10871400000007725	[0 9 8 7 4 6 5 1 2 3]	162
1	f3	1701.0268601963924	0.11566599999991922	[0 6 1 5 2 3 9 8 7 4]	498
0.5	f2	1421.6868749814091	0.11944000000005417	[2 1 5 6 4 7 8 9 0 3]	256
0.5	f1	1421.686874981409	0.12128900000004705	[8 9 0 3 2 1 5 6 4 7]	196
0.5	f3	1813.0602593164615	0.1223969999999781	[3 9 8 6 5 1 4 7 0 2]	495
0.5	f2	1421.6868749814091	0.11109699999997247	[2 3 0 9 8 7 4 6 5 1]	108
0.5	f1	1421.6868749814091	0.10871399999996356	[5 6 4 7 8 9 0 3 2 1]	218
0.5	f3	1769.631586267584	0.1124369999999999	[1 5 6 0 8 4 7 9 3 2]	491
0.5	f2	1421.6868749814091	0.11141200000008666	[5 6 4 7 8 9 0 3 2 1]	304
0.5	f1	1421.686874981409	0.1111079999999447	[9 0 3 2 1 5 6 4 7 8]	282
0.5	f3	2629.760225508965	0.11554200000000492	[3 4 6 8 9 2 1 0 5 7]	499
0.5	f2	1421.686874981409	0.11218099999996411	[9 0 3 2 1 5 6 4 7 8]	166
0.5	f1	1421.6868749814091	0.11188199999992321	[2 1 5 6 4 7 8 9 0 3]	118
0.5	f3	2094.7174459685075	0.11647000000004937	[2 8 0 9 3 1 7 4 6 5]	496
0.5	f2	1421.6868749814091	0.11978999999996631	[2 1 5 6 4 7 8 9 0 3]	154
0.5	f1	1421.6868749814091	0.11569299999996474	[0 3 2 1 5 6 4 7 8 9]	172
0.5	f3	2467.7753622140162	0.11331699999993816	[9 5 2 7 8 3 0 1 6 4]	499
0.5	f2	1421.6868749814091	0.1112470000000485	[3 0 9 8 7 4 6 5 1 2]	157
0.5	f1	1421.6868749814091	0.10913600000003498	[2 1 5 6 4 7 8 9 0 3]	119
0.5	f3	1983.4576316380421	0.11214499999994132	[6 4 1 0 3 2 9 7 8 5]	496
0.5	f2	1421.6868749814093	0.10975999999993746	[5 1 2 3 0 9 8 7 4 6]	248
0.5	f1	1421.6868749814093	0.10852599999998347	[4 7 8 9 0 3 2 1 5 6]	174
0.5	f3	2410.616578487593	0.112756000000104	[3 4 7 9 2 5 8 0 6 1]	498
0.5	f2	1421.6868749814091	0.11068699999998444	[6 4 7 8 9 0 3 2 1 5]	130
0.5	f1	1632.9153184670417	0.11516500000004726	[0 8 9 2 3 7 4 6 5 1]	67
0.5	f3	1448.2906288942088	0.12331299999993917	[2 3 9 0 8 7 4 6 5 1]	493
0.5	f2	1421.6868749814091	0.1103930000000446	[3 0 9 8 7 4 6 5 1 2]	89
0.5	f1	1421.6868749814093	0.10882500000002437	[5 1 2 3 0 9 8 7 4 6]	123
0.5	f3	2546.3027020740305	0.11132599999996273	[3 5 4 6 2 7 0 9 8 1]	499
0.5	f2	1421.6868749814091	0.1114709999999377	[9 8 7 4 6 5 1 2 3 0]	107
0.5	f1	1421.6868749814091	0.11030399999992824	[4 6 5 1 2 3 0 9 8 7]	54
0.5	f3	2188.4026981287875	0.11334599999997863	[2 7 8 9 3 4 5 1 6 0]	497
0.5	f2	1421.6868749814091	0.10993400000006659	[4 6 5 1 2 3 0 9 8 7]	249
0.5	f1	1632.9153184670415	0.11214700000004996	[5 6 4 7 3 2 9 8 0 1]	65
0.5	f3	1870.0351161074764	0.11300699999992503	[9 2 3 6 4 7 5 1 0 8]	496
0.5	f2	1632.9153184670415	0.12080900000000838	[0 1 5 6 4 7 3 2 9 8]	49
0.5	f1	1421.6868749814091	0.1212390000000596	[4 6 5 1 2 3 0 9 8 7]	442
0.5	f3	1912.1972527728171	0.12394400000005135	[9 7 3 2 5 1 6 4 8 0]	499
0.5	f2	1421.6868749814091	0.11986500000000433	[7 8 9 0 3 2 1 5 6 4]	218
0.5	f1	1421.686874981409	0.11985199999992346	[9 0 3 2 1 5 6 4 7 8]	145
0.5	f3	2460.020092964205	0.12557600000002367	[1 3 2 8 4 9 0 5 7 6]	499
0.5	f2	1632.9153184670413	0.11996699999997418	[8 0 1 5 6 4 7 3 2 9]	170
0.5	f1	1421.6868749814091	0.12414599999999609	[9 8 7 4 6 5 1 2 3 0]	324
0.5	f3	1893.6350199532444	0.12673900000004323	[5 1 2 3 8 9 0 7 6 4]	499
0.5	f2	1421.6868749814091	0.12028299999997216	[2 1 5 6 4 7 8 9 0 3]	102
0.5	f1	1421.6868749814091	0.12081999999998061	[7 8 9 0 3 2 1 5 6 4]	180
0.5	f3	1570.2239266221357	0.12387599999999566	[9 8 7 4 6 5 1 3 0 2]	498
0.5	f2	1421.6868749814091	0.12230799999997544	[4 6 5 1 2 3 0 9 8 7]	163
0.5	f1	1632.9153184670415	0.12059599999997772	[5 1 0 8 9 2 3 7 4 6]	347
0.5	f3	2589.21668732796	0.12466399999993882	[4 7 9 3 6 1 0 5 8 2]	499
0.5	f2	1421.686874981409	0.11217699999997421	[9 0 3 2 1 5 6 4 7 8]	140
0.5	f1	1421.6868749814091	0.1115029999999706	[0 3 2 1 5 6 4 7 8 9]	240
0.5	f3	2444.7831443605523	0.11326000000008207	[4 8 6 3 9 7 0 2 5 1]	498
0.5	f2	1421.6868749814091	0.1134190000000217	[3 2 1 5 6 4 7 8 9 0]	156
0.5	f1	1421.6868749814091	0.11347399999999652	[6 5 1 2 3 0 9 8 7 4]	78
0.5	f3	2005.3151265569481	0.11514600000009523	[2 7 4 8 0 6 5 1 9 3]	496
0.5	f2	1421.6868749814091	0.11038700000005974	[0 9 8 7 4 6 5 1 2 3]	98
0.5	f1	1421.6868749814091	0.10847100000000864	[6 4 7 8 9 0 3 2 1 5]	97
0.5	f3	2735.8762995331076	0.11436600000001818	[7 4 1 2 8 6 9 0 5 3]	499
0.5	f2	1421.6868749814091	0.1214629999999488	[2 3 0 9 8 7 4 6 5 1]	89
0.5	f1	1421.686874981409	0.11232000000006792	[7 4 6 5 1 2 3 0 9 8]	230
0.5	f3	2712.696769653022	0.11275899999998273	[9 3 1 6 8 0 7 5 2 4]	499
0.5	f2	1421.6868749814091	0.10885399999995116	[1 5 6 4 7 8 9 0 3 2]	200
0.5	f1	1421.6868749814091	0.11028999999996358	[7 8 9 0 3 2 1 5 6 4]	143
0.5	f3	2004.2008395837322	0.11281800000006115	[7 6 5 1 2 3 4 9 0 8]	491
0.5	f2	1421.686874981409	0.10953900000004069	[9 0 3 2 1 5 6 4 7 8]	244
0.5	f1	1421.6868749814091	0.10996000000000095	[1 2 3 0 9 8 7 4 6 5]	92
0.5	f3	1701.8673698028826	0.11153999999999087	[6 1 2 3 9 8 7 4 0 5]	496
0.5	f2	1421.6868749814091	0.11104699999998502	[0 9 8 7 4 6 5 1 2 3]	119
0.5	f1	1421.6868749814091	0.11982000000000426	[7 8 9 0 3 2 1 5 6 4]	22
0.5	f3	2496.300372976361	0.12317099999995662	[6 8 9 7 4 0 1 3 5 2]	497
0.5	f2	1708.0788963491614	0.11273300000004838	[9 0 5 1 2 3 6 4 7 8]	155
0.5	f1	1632.9153184670415	0.11234200000001238	[1 0 8 9 2 3 7 4 6 5]	66
0.5	f3	2559.212341572796	0.11343399999998383	[6 8 1 3 0 7 4 2 9 5]	499
0.5	f2	1708.0788963491614	0.11045800000010786	[7 4 6 3 2 1 5 0 9 8]	109
0.5	f1	1708.0788963491611	0.11214499999994132	[2 3 6 4 7 8 9 0 5 1]	92
0.5	f3	2676.136112504421	0.11320200000000114	[2 0 3 8 5 1 7 4 9 6]	499
0.5	f2	1421.6868749814091	0.11241399999994428	[2 1 5 6 4 7 8 9 0 3]	155
0.5	f1	1421.6868749814091	0.11283300000002328	[4 6 5 1 2 3 0 9 8 7]	153
0.5	f3	1448.2906288942086	0.1132350000000315	[7 4 6 5 1 2 3 9 0 8]	498
0.5	f2	1421.6868749814093	0.11914500000000317	[5 1 2 3 0 9 8 7 4 6]	55
0.5	f1	1421.6868749814091	0.12181599999996706	[7 8 9 0 3 2 1 5 6 4]	107
0.5	f3	1504.928677774034	0.12443400000006477	[9 3 2 1 5 6 4 7 0 8]	489
0.5	f2	1421.686874981409	0.11266899999998259	[9 0 3 2 1 5 6 4 7 8]	105
0.5	f1	1421.6868749814093	0.11134500000002845	[4 7 8 9 0 3 2 1 5 6]	185
0.5	f3	2412.452260675491	0.1124730000000227	[0 7 5 3 2 9 6 1 4 8]	499
0.5	f2	1421.6868749814091	0.11212999999997919	[5 6 4 7 8 9 0 3 2 1]	84
0.5	f1	1421.6868749814091	0.11200300000007246	[3 2 1 5 6 4 7 8 9 0]	95
0.5	f3	2201.289376464285	0.11329799999998613	[2 3 9 8 5 0 7 6 4 1]	495
0.5	f2	1421.6868749814091	0.11036999999998898	[8 7 4 6 5 1 2 3 0 9]	99
0.5	f1	1421.6868749814091	0.1102650000000267	[8 7 4 6 5 1 2 3 0 9]	103
0.5	f3	1752.004745739862	0.11193900000000667	[7 8 9 6 5 1 2 3 0 4]	495
0.5	f2	1421.686874981409	0.11779400000000351	[8 9 0 3 2 1 5 6 4 7]	317
0.5	f1	1421.6868749814091	0.11132899999995516	[2 1 5 6 4 7 8 9 0 3]	128
0.5	f3	2282.1030412448	0.11394800000005034	[8 0 3 4 6 5 9 2 1 7]	498
0.5	f2	1421.6868749814091	0.11133000000006632	[6 4 7 8 9 0 3 2 1 5]	206
0.5	f1	1421.6868749814091	0.11226299999998446	[0 9 8 7 4 6 5 1 2 3]	164
0.5	f3	2284.0159167552547	0.11467100000004393	[6 7 1 3 2 0 9 8 5 4]	498
0.5	f2	1421.6868749814093	0.11113299999999526	[5 1 2 3 0 9 8 7 4 6]	320
0.5	f1	1421.6868749814093	0.11189699999999903	[5 1 2 3 0 9 8 7 4 6]	160
0.5	f3	2505.472729445928	0.11352999999996882	[9 2 8 7 3 0 5 4 1 6]	499
0.5	f2	1421.6868749814091	0.11484499999994568	[0 3 2 1 5 6 4 7 8 9]	65
0.5	f1	1421.6868749814091	0.12237600000003113	[6 4 7 8 9 0 3 2 1 5]	147
0.5	f3	1917.4043194390647	0.12149699999997665	[0 5 1 6 8 4 7 9 2 3]	491
0.5	f2	1421.6868749814091	0.11102400000004309	[6 4 7 8 9 0 3 2 1 5]	148
0.5	f1	1632.9153184670413	0.11004400000001624	[3 7 4 6 5 1 0 8 9 2]	85
0.5	f3	2500.639172293784	0.11361799999997402	[2 7 3 9 1 4 6 5 0 8]	499
0.5	f2	1421.6868749814091	0.1105329999999185	[1 5 6 4 7 8 9 0 3 2]	87
0.5	f1	1421.6868749814093	0.10906099999999697	[5 1 2 3 0 9 8 7 4 6]	226
0.5	f3	1921.4478898161917	0.11273599999992712	[6 4 0 7 3 2 9 8 1 5]	491
0.5	f2	1421.6868749814091	0.11097400000005564	[3 2 1 5 6 4 7 8 9 0]	32
0.5	f1	1421.686874981409	0.11001699999997072	[9 0 3 2 1 5 6 4 7 8]	273
0.5	f3	2192.3193712284583	0.11577099999999518	[5 1 8 3 6 4 7 9 0 2]	499
0.5	f2	1421.6868749814091	0.12339399999996203	[7 8 9 0 3 2 1 5 6 4]	108
0.5	f1	1421.6868749814091	0.1219620000000532	[9 8 7 4 6 5 1 2 3 0]	279
0.5	f3	1630.5916254790798	0.12474999999994907	[4 7 9 0 8 3 2 1 5 6]	495
0.5	f2	1421.686874981409	0.11256600000001526	[7 4 6 5 1 2 3 0 9 8]	147
0.5	f1	1421.6868749814091	0.11530400000003738	[0 9 8 7 4 6 5 1 2 3]	116
0.5	f3	2521.2551850058853	0.1193510000000515	[7 2 5 1 3 8 6 9 0 4]	499
0.5	f2	1421.6868749814091	0.11419899999998506	[6 4 7 8 9 0 3 2 1 5]	226
0.5	f1	1421.6868749814091	0.11044000000003962	[6 4 7 8 9 0 3 2 1 5]	406
0.5	f3	1862.3358215805117	0.11406899999997222	[8 7 9 0 1 5 6 4 3 2]	499
0.5	f2	1421.686874981409	0.1113270000000739	[7 4 6 5 1 2 3 0 9 8]	52
0.5	f1	1421.6868749814091	0.11101499999995212	[6 4 7 8 9 0 3 2 1 5]	233
0.5	f3	2484.5698355804466	0.11611400000003869	[2 0 5 8 4 6 7 1 9 3]	499
0.5	f2	1421.686874981409	0.12266699999997854	[9 0 3 2 1 5 6 4 7 8]	81
0.5	f1	1421.6868749814091	0.1230520000000297	[9 8 7 4 6 5 1 2 3 0]	215
0.5	f3	2038.396767107614	0.11367799999993622	[4 0 5 1 2 3 6 9 8 7]	494
0.5	f2	1421.6868749814091	0.11192499999992833	[6 4 7 8 9 0 3 2 1 5]	57
0.5	f1	1421.686874981409	0.10944600000004812	[7 4 6 5 1 2 3 0 9 8]	129
0.5	f3	2572.797340396123	0.11323300000003655	[7 1 3 2 5 4 8 0 6 9]	498
0.5	f2	1421.686874981409	0.10878100000002178	[7 4 6 5 1 2 3 0 9 8]	126
0.5	f1	1421.686874981409	0.10964999999998781	[7 4 6 5 1 2 3 0 9 8]	117
0.5	f3	1570.2239266221359	0.11392399999999725	[4 7 8 9 2 0 3 1 5 6]	482
0.5	f2	1421.6868749814091	0.11287900000002082	[2 1 5 6 4 7 8 9 0 3]	184
0.5	f1	1421.6868749814093	0.11470099999996819	[4 7 8 9 0 3 2 1 5 6]	45
0.5	f3	2157.4296990365733	0.12262400000008711	[2 8 9 4 6 7 1 5 0 3]	499
0.5	f2	1421.6868749814091	0.11664600000005976	[0 3 2 1 5 6 4 7 8 9]	245
0.5	f1	1421.6868749814091	0.10877399999992576	[3 0 9 8 7 4 6 5 1 2]	127
0.5	f3	2051.0171320262693	0.11202100000002702	[5 2 3 0 7 9 8 1 4 6]	499
0.5	f2	1421.6868749814091	0.11083799999994426	[7 8 9 0 3 2 1 5 6 4]	86
0.5	f1	1421.6868749814091	0.11014600000009978	[6 5 1 2 3 0 9 8 7 4]	182
0.5	f3	2066.003695857463	0.11378300000001218	[7 8 0 5 1 4 6 9 2 3]	499
0.5	f2	1421.6868749814093	0.11028199999998378	[5 1 2 3 0 9 8 7 4 6]	193
0.5	f1	1421.6868749814091	0.11178399999994326	[3 0 9 8 7 4 6 5 1 2]	102
0.5	f3	1960.9094962375325	0.12398800000005394	[8 3 2 1 5 6 9 7 4 0]	498
0.5	f2	1421.6868749814091	0.11336599999992814	[1 5 6 4 7 8 9 0 3 2]	106
0.5	f1	1421.6868749814091	0.11204299999997147	[6 5 1 2 3 0 9 8 7 4]	75
0.5	f3	1917.666317699916	0.11663599999997132	[6 0 9 8 7 4 1 5 2 3]	481
0.5	f2	1421.686874981409	0.11077099999999973	[9 0 3 2 1 5 6 4 7 8]	197
0.5	f1	1421.6868749814091	0.11037899999996625	[0 3 2 1 5 6 4 7 8 9]	99
0.5	f3	1596.8276805349353	0.1168240000000651	[4 7 8 0 2 9 3 1 5 6]	498
0.5	f2	1421.6868749814091	0.11175300000002153	[1 2 3 0 9 8 7 4 6 5]	165
0.5	f1	1632.9153184670415	0.1117260000000897	[9 2 3 7 4 6 5 1 0 8]	136
0.5	f3	1962.6931240264605	0.11707400000000234	[1 6 5 3 2 4 7 9 8 0]	499
0.5	f2	1421.6868749814091	0.11529099999995651	[3 2 1 5 6 4 7 8 9 0]	350
0.5	f1	1421.6868749814091	0.11254399999995712	[1 5 6 4 7 8 9 0 3 2]	126
0.5	f3	2458.0112836963262	0.11423899999999776	[2 3 9 6 5 8 1 7 4 0]	499
0.5	f2	1421.6868749814091	0.11051200000008521	[3 0 9 8 7 4 6 5 1 2]	231
0.5	f1	1421.6868749814091	0.11019999999996344	[4 6 5 1 2 3 0 9 8 7]	372
0.5	f3	2005.3880749002094	0.11248699999998735	[8 3 0 7 4 6 1 5 9 2]	498
0.5	f2	1421.6868749814093	0.11029299999995601	[4 7 8 9 0 3 2 1 5 6]	41
0.5	f1	1421.686874981409	0.10809400000005098	[9 0 3 2 1 5 6 4 7 8]	85
0.5	f3	1505.0953760877223	0.11443599999995513	[5 1 6 4 7 8 9 3 2 0]	489
0.5	f2	1421.686874981409	0.11151299999994535	[9 0 3 2 1 5 6 4 7 8]	122
0.5	f1	1421.6868749814091	0.11223800000004758	[4 6 5 1 2 3 0 9 8 7]	318
0.5	f3	1697.9023992311575	0.1127920000000131	[7 6 5 1 2 3 0 9 8 4]	491
0.5	f2	1421.6868749814091	0.11170800000002146	[8 7 4 6 5 1 2 3 0 9]	125
0.5	f1	1632.9153184670417	0.10998400000005404	[0 8 9 2 3 7 4 6 5 1]	132
0.5	f3	1890.5935733200413	0.11436400000002322	[6 1 9 0 3 2 8 7 4 5]	490
0.5	f2	1421.6868749814091	0.1115149999999403	[2 1 5 6 4 7 8 9 0 3]	130
0.5	f1	1632.9153184670415	0.11004499999990003	[2 3 7 4 6 5 1 0 8 9]	117
0.5	f3	2282.372786499797	0.1144170000000031	[0 2 9 4 7 3 1 6 5 8]	499
0.5	f2	1421.6868749814091	0.11756900000000314	[8 7 4 6 5 1 2 3 0 9]	70
0.5	f1	1421.686874981409	0.1219740000000229	[9 0 3 2 1 5 6 4 7 8]	192
0.5	f3	2422.137281521532	0.11925800000005893	[8 5 1 7 6 0 3 2 9 4]	496
0.5	f2	1421.6868749814091	0.11057700000003479	[8 7 4 6 5 1 2 3 0 9]	373
0.5	f1	1421.686874981409	0.10913600000003498	[8 9 0 3 2 1 5 6 4 7]	255
0.5	f3	2177.248249479716	0.11306100000001607	[1 3 0 7 4 6 8 2 9 5]	499
0.5	f2	1708.0788963491611	0.10984700000005887	[9 8 7 4 6 3 2 1 5 0]	50
0.5	f1	1421.6868749814091	0.10833500000001095	[3 0 9 8 7 4 6 5 1 2]	134
0.5	f3	2047.6130045002903	0.11269099999992704	[6 2 9 8 7 4 1 3 0 5]	497
0.5	f2	1421.6868749814091	0.10866999999996096	[7 8 9 0 3 2 1 5 6 4]	102
0.5	f1	1421.6868749814091	0.10888599999998405	[1 2 3 0 9 8 7 4 6 5]	338
0.5	f3	1436.8404634656004	0.11782500000003893	[5 6 4 7 8 9 2 3 0 1]	485
0.5	f2	1421.6868749814091	0.12002899999993133	[6 4 7 8 9 0 3 2 1 5]	217
0.5	f1	1421.6868749814091	0.11091600000008839	[0 9 8 7 4 6 5 1 2 3]	107
0.5	f3	1590.8007134726033	0.11522700000000441	[6 5 1 2 3 8 9 0 7 4]	477
0.5	f2	1421.6868749814091	0.11234999999999218	[9 8 7 4 6 5 1 2 3 0]	241
0.5	f1	1421.6868749814091	0.11106200000006083	[6 4 7 8 9 0 3 2 1 5]	121
0.5	f3	2307.1701212048824	0.11247400000002017	[5 4 1 6 2 3 0 7 9 8]	496
0.5	f2	1421.686874981409	0.11032699999998385	[8 9 0 3 2 1 5 6 4 7]	164
0.5	f1	1421.6868749814091	0.10885100000007242	[1 2 3 0 9 8 7 4 6 5]	269
0.5	f3	1813.5562887510262	0.11458900000002359	[7 0 5 6 4 1 2 3 9 8]	495
0.5	f2	1421.6868749814093	0.11674699999991844	[4 7 8 9 0 3 2 1 5 6]	197
0.5	f1	1421.686874981409	0.11957400000005691	[7 4 6 5 1 2 3 0 9 8]	138
0.5	f3	1795.234534829592	0.11620300000004136	[3 2 9 0 7 4 6 1 5 8]	498
0.5	f2	1421.6868749814091	0.11316399999998339	[2 1 5 6 4 7 8 9 0 3]	90
0.5	f1	1708.0788963491611	0.10974800000008145	[9 8 7 4 6 3 2 1 5 0]	21
0.5	f3	1574.692526812314	0.11629299999992782	[9 3 2 5 1 6 4 7 0 8]	497
0.5	f2	1421.6868749814091	0.11294400000008409	[8 7 4 6 5 1 2 3 0 9]	149
0.5	f1	1421.6868749814091	0.1123890000000074	[2 1 5 6 4 7 8 9 0 3]	115
0.5	f3	2107.128928000311	0.11472300000002633	[3 8 9 4 7 6 5 0 1 2]	498
0.5	f2	1421.686874981409	0.11128399999995509	[9 0 3 2 1 5 6 4 7 8]	153
0.5	f1	1421.686874981409	0.11413600000003044	[7 4 6 5 1 2 3 0 9 8]	324
0.5	f3	1904.0779066876348	0.12328200000001743	[7 0 8 9 3 2 4 6 5 1]	499
0.5	f2	1421.6868749814091	0.12335300000006555	[6 5 1 2 3 0 9 8 7 4]	125
0.5	f1	1421.6868749814093	0.12004500000000462	[5 1 2 3 0 9 8 7 4 6]	145
0.5	f3	1877.1171172325253	0.12136599999996633	[8 7 5 6 4 1 2 3 0 9]	494
0.5	f2	1421.6868749814091	0.11352599999997892	[2 1 5 6 4 7 8 9 0 3]	270
0.5	f1	1421.6868749814091	0.10995500000001357	[0 3 2 1 5 6 4 7 8 9]	57
0.5	f3	2184.477753200639	0.11726299999997991	[4 6 8 7 2 9 3 1 5 0]	499
0.5	f2	1421.6868749814091	0.11807999999996355	[6 5 1 2 3 0 9 8 7 4]	122
0.5	f1	1421.6868749814093	0.11817400000006728	[4 7 8 9 0 3 2 1 5 6]	51
0.5	f3	2465.750819312754	0.1162570000000187	[7 0 2 8 3 9 5 4 6 1]	499
0.5	f2	1421.6868749814091	0.11465699999996559	[2 1 5 6 4 7 8 9 0 3]	327
0.5	f1	1421.6868749814093	0.11433499999998276	[4 7 8 9 0 3 2 1 5 6]	192
0.5	f3	3121.1193709088607	0.12167099999999209	[3 7 2 5 9 6 0 4 8 1]	499
0.5	f2	1708.0788963491614	0.12161500000001979	[0 5 1 2 3 6 4 7 8 9]	167
0.5	f1	1421.6868749814091	0.12192500000003292	[5 6 4 7 8 9 0 3 2 1]	246
0.5	f3	2119.4965931331294	0.1262649999999894	[7 8 9 3 0 4 5 1 6 2]	498
0.5	f2	1421.6868749814091	0.12131499999998141	[3 0 9 8 7 4 6 5 1 2]	305
0.5	f1	1632.9153184670413	0.11269600000002811	[8 0 1 5 6 4 7 3 2 9]	75
0.5	f3	2641.622441132612	0.11249199999997472	[6 4 2 7 0 5 1 8 3 9]	499
0.5	f2	1632.9153184670415	0.1090959999999086	[2 3 7 4 6 5 1 0 8 9]	39
0.5	f1	1421.6868749814091	0.11187200000006214	[1 5 6 4 7 8 9 0 3 2]	145
0.5	f3	2777.2478416495906	0.11300600000004124	[7 0 4 3 8 6 2 9 1 5]	499
0.5	f2	1421.6868749814091	0.10944099999994705	[1 2 3 0 9 8 7 4 6 5]	111
0.5	f1	1421.6868749814091	0.11141300000008414	[0 9 8 7 4 6 5 1 2 3]	203
0.5	f3	1844.0060855284316	0.11467900000002373	[3 7 4 6 5 1 2 9 0 8]	494
0.5	f2	1421.6868749814093	0.10980900000004112	[4 7 8 9 0 3 2 1 5 6]	123
0.5	f1	1421.686874981409	0.11752999999998792	[8 9 0 3 2 1 5 6 4 7]	82
0.5	f3	2256.842134859183	0.11599999999998545	[0 5 1 3 9 2 6 8 4 7]	496
0.5	f2	1421.6868749814091	0.10959700000000794	[2 3 0 9 8 7 4 6 5 1]	190
0.5	f1	1632.9153184670415	0.10931700000003275	[1 0 8 9 2 3 7 4 6 5]	100
0.5	f3	2512.6859560889525	0.11444399999993493	[0 7 5 9 8 1 3 2 6 4]	499
0.5	f2	1421.6868749814091	0.10996399999999085	[5 6 4 7 8 9 0 3 2 1]	330
0.5	f1	1421.6868749814093	0.11048599999992348	[5 1 2 3 0 9 8 7 4 6]	367
0.5	f3	1647.9312305269907	0.11359200000003966	[4 6 5 1 2 9 0 3 8 7]	484
0.5	f2	1421.6868749814091	0.1132350000000315	[7 8 9 0 3 2 1 5 6 4]	138
0.5	f1	1421.6868749814091	0.11264600000004066	[3 0 9 8 7 4 6 5 1 2]	172
0.5	f3	2464.2967235965057	0.12981999999999516	[4 0 3 2 9 5 6 7 1 8]	499
0.5	f2	1421.6868749814093	0.11207300000000942	[5 1 2 3 0 9 8 7 4 6]	123
0.5	f1	1632.9153184670415	0.11465800000007675	[1 0 8 9 2 3 7 4 6 5]	30
0.5	f3	2626.621834362734	0.11619199999995544	[3 1 2 5 7 9 8 4 0 6]	499
0.5	f2	1421.6868749814091	0.11169899999993049	[2 1 5 6 4 7 8 9 0 3]	96
0.5	f1	1421.6868749814091	0.10972400000002835	[2 1 5 6 4 7 8 9 0 3]	194
0.5	f3	2265.1159605195853	0.11165900000003148	[6 5 4 0 3 1 7 8 9 2]	496
0.5	f2	1421.686874981409	0.10956400000009126	[9 0 3 2 1 5 6 4 7 8]	69
0.5	f1	1708.0788963491614	0.10881299999994098	[2 1 5 0 9 8 7 4 6 3]	63
0.5	f3	1421.6868749814091	0.11396000000002005	[4 6 5 1 2 3 0 9 8 7]	454
0.5	f2	1421.686874981409	0.12330800000006548	[7 4 6 5 1 2 3 0 9 8]	194
0.5	f1	1421.6868749814091	0.11096099999997477	[6 5 1 2 3 0 9 8 7 4]	194
0.5	f3	1844.2594564834505	0.11350100000004204	[5 1 2 3 6 4 7 8 0 9]	496
0.5	f2	1421.6868749814091	0.1119579999999587	[9 8 7 4 6 5 1 2 3 0]	101
0.5	f1	1421.6868749814091	0.10848299999997835	[4 6 5 1 2 3 0 9 8 7]	162
0.5	f3	1591.2317764162485	0.11277199999994991	[6 4 0 7 8 9 3 2 1 5]	481
0.5	f2	1421.6868749814091	0.11013100000002396	[8 7 4 6 5 1 2 3 0 9]	299
0.5	f1	1421.6868749814091	0.11157000000002881	[7 8 9 0 3 2 1 5 6 4]	156
0.5	f3	2263.6447238963424	0.11283699999989949	[2 0 6 1 7 4 5 9 8 3]	495
0.5	f2	1421.686874981409	0.11185899999998128	[7 4 6 5 1 2 3 0 9 8]	47
0.5	f1	1421.6868749814091	0.11830400000008012	[1 2 3 0 9 8 7 4 6 5]	63
0.5	f3	2213.9859909566344	0.11667599999998401	[0 6 8 9 2 3 4 7 5 1]	498
0.5	f2	1421.6868749814091	0.11105700000007346	[5 6 4 7 8 9 0 3 2 1]	213
0.5	f1	1421.686874981409	0.11218099999996411	[7 4 6 5 1 2 3 0 9 8]	21
0.5	f3	2527.8540002398377	0.11507500000004711	[9 2 0 5 8 1 7 4 6 3]	499
0.5	f2	1421.6868749814091	0.10880700000006982	[2 3 0 9 8 7 4 6 5 1]	190
0.5	f1	1421.6868749814091	0.10824999999999818	[3 2 1 5 6 4 7 8 9 0]	138
0.5	f3	1711.0988668268294	0.11456199999997807	[0 4 7 8 9 2 3 5 1 6]	498
0.5	f2	1421.686874981409	0.1100299999999379	[8 9 0 3 2 1 5 6 4 7]	57
0.5	f1	1421.6868749814091	0.11527899999998681	[4 6 5 1 2 3 0 9 8 7]	48
0.5	f3	2438.071249065738	0.12582000000008975	[3 8 0 1 9 4 6 5 7 2]	499
0.5	f2	1421.6868749814091	0.12173299999994924	[9 8 7 4 6 5 1 2 3 0]	96
0.5	f1	1421.6868749814091	0.12223800000003848	[3 0 9 8 7 4 6 5 1 2]	161
0.5	f3	2161.977702843127	0.11952199999996083	[2 1 0 8 9 3 4 7 6 5]	495
0.5	f2	1708.0788963491611	0.10941299999990406	[1 2 3 6 4 7 8 9 0 5]	97
0.5	f1	1421.6868749814091	0.11286699999993743	[4 6 5 1 2 3 0 9 8 7]	101
0.5	f3	1448.2906288942086	0.12100800000007439	[3 2 1 5 6 4 7 8 0 9]	493
0.5	f2	1421.6868749814091	0.12075099999992744	[9 8 7 4 6 5 1 2 3 0]	199
0.5	f1	1708.0788963491611	0.11947600000007697	[5 0 9 8 7 4 6 3 2 1]	115
0.5	f3	3068.3409202912535	0.11945700000001125	[3 5 7 1 4 9 6 8 2 0]	499
0.5	f2	1421.686874981409	0.1093829999999798	[8 9 0 3 2 1 5 6 4 7]	313
0.5	f1	1421.686874981409	0.11225899999999456	[7 4 6 5 1 2 3 0 9 8]	96
0.5	f3	2370.8850911340933	0.12255599999991773	[1 9 5 6 4 8 2 3 0 7]	497
0.5	f2	1421.6868749814091	0.12121600000000399	[3 2 1 5 6 4 7 8 9 0]	63
