k	Fonction	Dist	tpsExe	Trajet	Iter
1	f1	1708.0788963491614	0.11241799999999103	[0 5 1 2 3 6 4 7 8 9]	100
1	f3	2683.091835054835	0.1148019999999974	[2 5 0 9 8 1 4 6 3 7]	499
1	f2	1421.6868749814091	0.10897099999999682	[4 6 5 1 2 3 0 9 8 7]	129
1	f1	1421.6868749814091	0.11243600000000242	[5 6 4 7 8 9 0 3 2 1]	194
1	f3	2618.1725312413187	0.11613499999998567	[7 2 5 0 6 4 1 8 9 3]	499
1	f2	1421.6868749814091	0.1083810000000085	[6 4 7 8 9 0 3 2 1 5]	59
1	f1	1421.6868749814091	0.11007999999998219	[0 9 8 7 4 6 5 1 2 3]	227
1	f3	2154.561435566938	0.1145089999999982	[1 5 2 8 3 6 4 7 9 0]	499
1	f2	1421.686874981409	0.10910800000004883	[7 4 6 5 1 2 3 0 9 8]	243
1	f1	1421.6868749814091	0.10882399999997006	[0 3 2 1 5 6 4 7 8 9]	250
1	f3	2127.632450063741	0.1183809999999994	[3 9 2 5 1 0 7 6 4 8]	498
1	f2	1421.6868749814091	0.10822699999999941	[2 3 0 9 8 7 4 6 5 1]	346
1	f1	1421.6868749814091	0.11328600000001643	[2 3 0 9 8 7 4 6 5 1]	98
1	f3	2443.745983732808	0.12734599999998863	[5 7 6 1 3 9 0 2 8 4]	499
1	f2	1421.6868749814093	0.11223299999994651	[4 7 8 9 0 3 2 1 5 6]	396
1	f1	1421.6868749814091	0.10862099999997099	[0 3 2 1 5 6 4 7 8 9]	135
1	f3	2197.693810100291	0.11561800000004041	[6 1 9 8 7 3 0 2 5 4]	499
1	f2	1421.6868749814091	0.1083690000000388	[2 3 0 9 8 7 4 6 5 1]	46
1	f1	1421.6868749814091	0.10768100000001368	[6 4 7 8 9 0 3 2 1 5]	209
1	f3	2164.8185165618265	0.11462399999999207	[8 9 3 2 7 0 4 5 6 1]	498
1	f2	1421.686874981409	0.10969899999997779	[8 9 0 3 2 1 5 6 4 7]	248
1	f1	1421.6868749814091	0.11115799999998899	[8 7 4 6 5 1 2 3 0 9]	175
1	f3	2943.651224036198	0.11534199999999828	[0 1 7 9 3 8 5 4 2 6]	499
1	f2	1708.0788963491614	0.12008500000001732	[7 4 6 3 2 1 5 0 9 8]	70
1	f1	1632.9153184670413	0.12221699999997782	[2 9 8 0 1 5 6 4 7 3]	109
1	f3	2609.1956249068585	0.12859399999996413	[6 5 0 1 8 4 9 7 2 3]	499
1	f2	1421.6868749814091	0.12200699999999642	[2 3 0 9 8 7 4 6 5 1]	156
1	f1	1421.686874981409	0.11219599999998309	[7 4 6 5 1 2 3 0 9 8]	229
1	f3	2426.8909243461508	0.11618500000002996	[1 5 7 0 2 3 6 8 9 4]	499
1	f2	1421.6868749814091	0.10935599999999113	[2 1 5 6 4 7 8 9 0 3]	214
1	f1	1421.6868749814091	0.10754600000001346	[4 6 5 1 2 3 0 9 8 7]	112
1	f3	2403.8523653252	0.1154769999999985	[2 7 8 9 3 6 1 4 0 5]	499
1	f2	1421.6868749814091	0.11145699999997305	[1 2 3 0 9 8 7 4 6 5]	89
1	f1	1421.686874981409	0.1120119999999929	[8 9 0 3 2 1 5 6 4 7]	114
1	f3	1829.5538179379328	0.11664999999999281	[6 4 3 2 9 0 8 7 1 5]	490
1	f2	1421.6868749814091	0.11221999999997934	[7 8 9 0 3 2 1 5 6 4]	362
1	f1	1421.6868749814091	0.11199900000002572	[3 2 1 5 6 4 7 8 9 0]	171
1	f3	1927.3175003261092	0.11633299999999736	[6 2 5 1 3 9 8 0 7 4]	494
1	f2	1421.6868749814091	0.10853499999996075	[9 8 7 4 6 5 1 2 3 0]	97
1	f1	1421.6868749814091	0.10880599999995866	[2 1 5 6 4 7 8 9 0 3]	103
1	f3	2493.5809250348725	0.11545000000000982	[3 1 4 8 0 9 7 2 5 6]	499
1	f2	1421.6868749814091	0.11135199999995393	[6 4 7 8 9 0 3 2 1 5]	125
1	f1	1708.0788963491611	0.11056899999999814	[1 5 0 9 8 7 4 6 3 2]	172
1	f3	1874.861731933408	0.11450200000001587	[1 2 3 0 9 8 6 4 7 5]	498
1	f2	1421.6868749814091	0.11718199999995704	[0 3 2 1 5 6 4 7 8 9]	133
1	f1	1421.6868749814091	0.12122699999997621	[9 8 7 4 6 5 1 2 3 0]	238
1	f3	1834.1621685620537	0.12538000000006377	[6 5 1 3 2 7 9 8 0 4]	497
1	f2	1421.6868749814093	0.1215469999999641	[5 1 2 3 0 9 8 7 4 6]	66
1	f1	1421.6868749814093	0.1203330000000733	[4 7 8 9 0 3 2 1 5 6]	119
1	f3	2709.58165299975	0.11551299999996445	[1 8 6 4 9 5 2 3 7 0]	498
1	f2	1421.6868749814093	0.11393599999996695	[5 1 2 3 0 9 8 7 4 6]	130
1	f1	1421.6868749814091	0.11272600000006605	[1 5 6 4 7 8 9 0 3 2]	86
1	f3	1833.9660537289105	0.11636699999996836	[9 2 3 7 4 5 1 6 0 8]	494
1	f2	1421.6868749814091	0.10913600000003498	[4 6 5 1 2 3 0 9 8 7]	65
1	f1	1421.686874981409	0.11059999999997672	[7 4 6 5 1 2 3 0 9 8]	193
1	f3	2845.628966512314	0.11527799999998933	[0 9 5 8 1 6 4 3 7 2]	499
1	f2	1421.6868749814091	0.11083999999993921	[3 0 9 8 7 4 6 5 1 2]	286
1	f1	1421.6868749814093	0.1121810000000778	[4 7 8 9 0 3 2 1 5 6]	105
1	f3	2751.9368532358785	0.125821999999971	[4 0 8 5 2 7 1 3 9 6]	499
1	f2	1421.6868749814091	0.11466099999995549	[2 1 5 6 4 7 8 9 0 3]	86
1	f1	1421.6868749814091	0.11008700000002136	[6 5 1 2 3 0 9 8 7 4]	137
1	f3	2922.590394285278	0.11685899999997673	[8 7 1 3 5 9 4 2 6 0]	499
1	f2	1421.6868749814091	0.10914800000000469	[2 1 5 6 4 7 8 9 0 3]	166
1	f1	1421.6868749814091	0.10919899999998961	[2 1 5 6 4 7 8 9 0 3]	165
1	f3	1832.9380436308786	0.1157940000000508	[9 3 8 2 1 5 6 4 7 0]	498
1	f2	1421.6868749814091	0.10905099999990853	[3 0 9 8 7 4 6 5 1 2]	179
1	f1	1421.6868749814091	0.11119700000006105	[6 5 1 2 3 0 9 8 7 4]	174
1	f3	2122.4078200236827	0.11556900000005044	[5 6 3 9 8 0 7 4 1 2]	499
1	f2	1421.6868749814091	0.11492699999996603	[1 5 6 4 7 8 9 0 3 2]	211
1	f1	1632.9153184670413	0.10879000000011274	[2 9 8 0 1 5 6 4 7 3]	161
1	f3	2358.428976468403	0.11770400000000336	[2 6 4 0 1 5 9 3 7 8]	499
1	f2	1421.6868749814091	0.11187399999994341	[5 6 4 7 8 9 0 3 2 1]	186
1	f1	1421.6868749814091	0.11268100000006598	[0 3 2 1 5 6 4 7 8 9]	128
1	f3	2824.29234029556	0.11513899999999921	[3 7 6 9 5 1 0 2 8 4]	499
1	f2	1421.6868749814091	0.11160099999995055	[4 6 5 1 2 3 0 9 8 7]	77
1	f1	1632.9153184670415	0.10885700000005727	[9 8 0 1 5 6 4 7 3 2]	43
1	f3	2147.4772717474725	0.11664600000005976	[5 8 3 2 9 0 1 4 7 6]	499
1	f2	1421.6868749814093	0.11121900000000551	[5 1 2 3 0 9 8 7 4 6]	155
1	f1	1421.6868749814093	0.10888099999999667	[5 1 2 3 0 9 8 7 4 6]	160
1	f3	2495.0379313605013	0.11609600000008413	[4 6 3 0 7 5 1 8 2 9]	499
1	f2	1421.6868749814091	0.11306899999999587	[3 2 1 5 6 4 7 8 9 0]	110
1	f1	1421.6868749814091	0.1125250000000051	[0 9 8 7 4 6 5 1 2 3]	278
1	f3	2476.8876523464673	0.11648499999989781	[7 1 4 9 8 0 5 6 2 3]	499
1	f2	1421.6868749814091	0.11006800000006933	[3 0 9 8 7 4 6 5 1 2]	286
1	f1	1421.6868749814091	0.10919400000000223	[0 9 8 7 4 6 5 1 2 3]	87
1	f3	2457.8552147725227	0.11474699999996574	[2 3 9 7 6 0 1 8 4 5]	499
1	f2	1421.6868749814091	0.12042299999995976	[2 3 0 9 8 7 4 6 5 1]	219
1	f1	1708.0788963491614	0.12268900000003669	[8 7 4 6 3 2 1 5 0 9]	145
1	f3	2656.887078517313	0.12692900000001828	[9 5 1 0 3 6 7 2 4 8]	499
1	f2	1632.9153184670415	0.11299099999996542	[8 9 2 3 7 4 6 5 1 0]	98
1	f1	1421.686874981409	0.11209400000007008	[8 9 0 3 2 1 5 6 4 7]	172
1	f3	2893.4768462468055	0.11547999999993408	[6 5 7 3 4 9 2 0 1 8]	499
1	f2	1421.6868749814091	0.11086499999998978	[1 5 6 4 7 8 9 0 3 2]	302
1	f1	1421.6868749814091	0.10927700000002005	[3 0 9 8 7 4 6 5 1 2]	94
1	f3	1983.988797535041	0.11555999999995947	[9 2 4 7 8 0 1 5 6 3]	498
1	f2	1632.9153184670413	0.11036200000000917	[8 0 1 5 6 4 7 3 2 9]	101
1	f1	1421.6868749814091	0.11204500000008011	[2 3 0 9 8 7 4 6 5 1]	130
1	f3	2002.5382152651616	0.11895699999990939	[3 1 5 9 8 7 0 4 6 2]	494
1	f2	1421.6868749814091	0.11754499999995005	[1 5 6 4 7 8 9 0 3 2]	203
1	f1	1421.6868749814091	0.11139699999989716	[7 8 9 0 3 2 1 5 6 4]	208
1	f3	2650.4015169725417	0.11778299999991759	[0 4 8 3 6 1 7 5 2 9]	499
1	f2	1421.6868749814093	0.11168899999995574	[5 1 2 3 0 9 8 7 4 6]	215
1	f1	1421.686874981409	0.11330400000008467	[9 0 3 2 1 5 6 4 7 8]	208
1	f3	2421.372185875814	0.11635000000001128	[4 3 1 6 5 8 7 9 0 2]	499
1	f2	1632.9153184670415	0.11107600000002549	[0 1 5 6 4 7 3 2 9 8]	64
1	f1	1421.6868749814091	0.108916000000022	[7 8 9 0 3 2 1 5 6 4]	90
1	f3	3210.2868181580534	0.11509000000000924	[9 1 8 0 4 3 7 5 2 6]	499
1	f2	1632.9153184670415	0.11065699999994649	[1 0 8 9 2 3 7 4 6 5]	58
1	f1	1421.686874981409	0.11126100000001315	[7 4 6 5 1 2 3 0 9 8]	248
1	f3	2082.2584985668755	0.11593600000003335	[2 8 9 0 3 4 7 6 1 5]	499
1	f2	1421.686874981409	0.11054500000000189	[9 0 3 2 1 5 6 4 7 8]	43
1	f1	1421.6868749814091	0.10928499999999985	[6 4 7 8 9 0 3 2 1 5]	80
1	f3	2725.5062824698016	0.11688500000002477	[6 0 4 3 8 7 2 1 5 9]	499
1	f2	1421.6868749814091	0.10894200000007004	[2 1 5 6 4 7 8 9 0 3]	492
1	f1	1421.6868749814091	0.10878500000001168	[9 8 7 4 6 5 1 2 3 0]	111
1	f3	2649.1887368343396	0.1163490000000138	[6 7 2 9 5 1 4 3 8 0]	499
1	f2	1632.9153184670413	0.11153200000001107	[3 2 9 8 0 1 5 6 4 7]	59
1	f1	1421.6868749814091	0.11013100000002396	[1 2 3 0 9 8 7 4 6 5]	119
1	f3	2683.288519785087	0.11486300000001393	[6 4 0 7 9 1 3 8 5 2]	499
1	f2	1421.6868749814093	0.11211600000001454	[4 7 8 9 0 3 2 1 5 6]	136
1	f1	1421.6868749814091	0.11365299999999934	[0 9 8 7 4 6 5 1 2 3]	112
1	f3	2354.8545812003567	0.11736499999994976	[6 5 3 1 8 0 7 9 2 4]	499
1	f2	1632.9153184670415	0.11159399999996822	[6 5 1 0 8 9 2 3 7 4]	354
1	f1	1421.6868749814093	0.11140600000010181	[5 1 2 3 0 9 8 7 4 6]	186
1	f3	1597.035889640619	0.11611899999991238	[9 2 3 8 7 4 6 1 5 0]	497
1	f2	1421.6868749814091	0.12072899999998299	[6 5 1 2 3 0 9 8 7 4]	320
1	f1	1421.6868749814091	0.11175399999990532	[3 0 9 8 7 4 6 5 1 2]	122
1	f3	1989.6822546122567	0.11549800000000232	[0 8 3 2 5 1 4 6 7 9]	497
1	f2	1421.686874981409	0.10977700000000823	[7 4 6 5 1 2 3 0 9 8]	158
1	f1	1421.6868749814091	0.10978499999998803	[2 1 5 6 4 7 8 9 0 3]	171
1	f3	2089.7216779062264	0.11546100000009574	[4 6 3 1 5 7 8 9 2 0]	496
1	f2	1421.6868749814091	0.11094900000000507	[2 3 0 9 8 7 4 6 5 1]	113
1	f1	1421.6868749814091	0.11263099999996484	[4 6 5 1 2 3 0 9 8 7]	368
1	f3	2552.99644981735	0.11538299999995161	[7 6 5 3 8 1 2 9 4 0]	499
1	f2	1421.6868749814091	0.114229000000023	[2 1 5 6 4 7 8 9 0 3]	263
1	f1	1421.6868749814091	0.12222399999996014	[1 5 6 4 7 8 9 0 3 2]	200
1	f3	2064.7437897231043	0.12621899999999187	[2 3 5 6 4 9 8 7 1 0]	499
1	f2	1421.6868749814091	0.11663099999998394	[0 3 2 1 5 6 4 7 8 9]	116
1	f1	1421.6868749814091	0.11017500000002656	[1 2 3 0 9 8 7 4 6 5]	71
1	f3	2786.852429112471	0.11640999999997348	[3 7 1 9 8 4 2 0 5 6]	499
1	f2	1421.686874981409	0.1139660000000049	[7 4 6 5 1 2 3 0 9 8]	305
1	f1	1421.6868749814091	0.11351799999999912	[2 3 0 9 8 7 4 6 5 1]	179
1	f3	2879.8397410510643	0.11519099999998161	[9 1 8 3 4 6 2 0 5 7]	499
